EVCount,StationCount,TotalChargers,EVsPerCharger,CoverageGapFlag,StationKey,CalendarKey,GeographyKey,VehicleKey,ZipCode,City,County,State,Latitude,Longitude
114,0,0,0.0,1,0,1,286,1,98546,Grapeview,Mason,WA,,
20,0,0,0.0,1,0,1,287,1,98547,Grayland,Grays Harbor,WA,,
76,0,0,0.0,1,0,1,288,1,98548,Hoodsport,Mason,WA,,
91,0,0,0.0,1,0,1,289,1,98550,Hoquiam,Grays Harbor,WA,,
20,0,0,0.0,1,0,1,290,1,98555,Lilliwaup,Mason,WA,,
73,0,0,0.0,1,0,1,291,1,98557,McCleary,Mason,WA,,
2,0,0,0.0,1,0,1,292,1,98558,Mckenna,Pierce,WA,,
1,0,0,0.0,1,0,1,293,1,98560,Matlock,Mason,WA,,
7,2,4,1.75,0,298,1,294,1,98562,Moclips,Grays Harbor,WA,,
138,1,1,138.0,1,2394,1,295,1,98563,Montesano,Grays Harbor,WA,,
44,3,5,8.8,0,351,1,296,1,98564,Mossyrock,Lewis,WA,,
8,0,0,0.0,1,0,1,297,1,98565,Napavine,Lewis,WA,,
43,0,0,0.0,1,0,1,298,1,98568,Oakville,Grays Harbor,WA,,
247,3,12,20.58,1,269,1,299,1,98569,Ocean Shores,Grays Harbor,WA,,
67,0,0,0.0,1,0,1,300,1,98570,Onalaska,Lewis,WA,,
38,1,8,4.75,0,1679,1,301,1,98571,Pacific Beach,Grays Harbor,WA,,
5,0,0,0.0,1,0,1,302,1,98572,Pe Ell,Lewis,WA,,
4,1,2,2.0,0,462,1,303,1,98575,Quinault,Grays Harbor,WA,,
98,0,0,0.0,1,0,1,304,1,98576,Rainier,Thurston,WA,,
78,0,0,0.0,1,0,1,305,1,98577,Frances,Pacific,WA,,
200,2,14,14.29,1,310,1,306,1,98579,Rochester,Lewis,WA,,
220,0,0,0.0,1,0,1,307,1,98580,Roy,Pierce,WA,,
2,0,0,0.0,1,0,1,308,1,98581,Ryderwood,Cowlitz,WA,,
6,2,2,3.0,0,2058,1,309,1,98582,Salkum,Lewis,WA,,
1,0,0,0.0,1,0,1,310,1,98583,Satsop,Grays Harbor,WA,,
697,6,13,53.62,1,758,1,311,1,98584,Hoodsport,Mason,WA,,
15,0,0,0.0,1,0,1,312,1,98585,Silver Creek,Lewis,WA,,
11,0,0,0.0,1,0,1,313,1,98586,Bay Center,Pacific,WA,,
5,0,0,0.0,1,0,1,314,1,98587,Taholah,Grays Harbor,WA,,
52,0,0,0.0,1,0,1,315,1,98588,Tahuya,Mason,WA,,
148,0,0,0.0,1,0,1,316,1,98589,Tenino,Thurston,WA,,
13,1,2,6.5,0,1256,1,317,1,98590,North Cove,Pacific,WA,,
67,0,0,0.0,1,0,1,318,1,98591,Toledo,Lewis,WA,,
92,1,3,30.67,1,397,1,319,1,98592,Union,Mason,WA,,
13,0,0,0.0,1,0,1,320,1,98593,Vader,Lewis,WA,,
52,1,3,17.33,1,406,1,321,1,98595,Westport,Grays Harbor,WA,,
119,0,0,0.0,1,0,1,322,1,98596,Winlock,Lewis,WA,,
539,1,2,269.5,1,1324,1,323,1,98597,Yelm,Thurston,WA,,
43,0,0,0.0,1,0,1,324,1,98601,Amboy,Clark,WA,,
27,0,0,0.0,1,0,1,325,1,98603,Ariel,Cowlitz,WA,,
1040,3,6,173.33,1,2038,1,326,1,98604,Battle Ground,Clark,WA,,
14,2,3,4.67,0,1128,1,327,1,98605,Bingen,Klickitat,WA,,
449,0,0,0.0,1,0,1,328,1,98606,Brush Prairie,Clark,WA,,
2533,3,15,168.87,1,1145,1,329,1,98607,Camas,Clark,WA,,
32,1,2,16.0,1,330,1,330,1,98610,Carson,Skamania,WA,,
139,0,0,0.0,1,0,1,331,1,98611,Castle Rock,Cowlitz,WA,,
68,3,3,22.67,1,331,1,332,1,98612,Cathlamet,Wahkiakum,WA,,
3,0,0,0.0,1,0,1,333,1,98613,Centerville,Klickitat,WA,,
7,0,0,0.0,1,0,1,334,1,98614,Chinook,Pacific,WA,,
3,1,1,3.0,0,80,1,335,1,98616,Cougar,Cowlitz,WA,,
15,0,0,0.0,1,0,1,336,1,98617,Dallesport,Klickitat,WA,,
4,0,0,0.0,1,0,1,337,1,98619,Glenwood,Klickitat,WA,,
55,2,2,27.5,1,1536,1,338,1,98620,Centerville,Klickitat,WA,,
7,0,0,0.0,1,0,1,339,1,98621,Grays River,Wahkiakum,WA,,
22,0,0,0.0,1,0,1,340,1,98624,Ilwaco,Pacific,WA,,
209,1,2,104.5,1,1311,1,341,1,98625,Kalama,Cowlitz,WA,,
309,3,18,17.17,1,472,1,342,1,98626,Kelso,Cowlitz,WA,,
2,0,0,0.0,1,0,1,343,1,98628,Klickitat,Klickitat,WA,,
318,0,0,0.0,1,0,1,344,1,98629,La Center,Clark,WA,,
64,7,13,4.92,0,571,1,345,1,98631,Long Beach,Pacific,WA,,
561,5,8,70.13,1,90,1,346,1,98632,Cathlamet,Wahkiakum,WA,,
8,0,0,0.0,1,0,1,347,1,98634,Long Beach,Pacific,WA,,
50,0,0,0.0,1,0,1,348,1,98635,Appleton,Klickitat,WA,,
26,0,0,0.0,1,0,1,349,1,98638,Naselle,Pacific,WA,,
21,0,0,0.0,1,0,1,350,1,98639,North Bonneville,Skamania,WA,,
116,0,0,0.0,1,0,1,351,1,98640,Nahcotta,Pacific,WA,,
3,0,0,0.0,1,0,1,352,1,98641,Oysterville,Pacific,WA,,
1547,21,50,30.94,1,76,1,353,1,98642,Ridgefield,Clark,WA,,
4,0,0,0.0,1,0,1,354,1,98643,Rosburg,Wahkiakum,WA,,
9,1,2,4.5,0,382,1,355,1,98644,Seaview,Pacific,WA,,
37,0,0,0.0,1,0,1,356,1,98645,Silver Lake,Cowlitz,WA,,
8,0,0,0.0,1,0,1,357,1,98647,Skamokawa,Wahkiakum,WA,,
80,1,8,10.0,0,395,1,358,1,98648,Stevenson,Skamania,WA,,
14,0,0,0.0,1,0,1,359,1,98649,Toutle,Cowlitz,WA,,
41,0,0,0.0,1,0,1,360,1,98650,Trout Lake,Klickitat,WA,,
44,0,0,0.0,1,0,1,361,1,98651,Underwood,Skamania,WA,,
555,10,37,15.0,1,234,1,362,1,98660,Vancouver,Clark,WA,,
1074,12,26,41.31,1,1023,1,363,1,98661,Vancouver,Clark,WA,,
961,18,42,22.88,1,25,1,364,1,98662,Vancouver,Clark,WA,,
426,6,13,32.77,1,244,1,365,1,98663,Vancouver,Clark,WA,,
675,3,6,112.5,1,1588,1,366,1,98664,Vancouver,Clark,WA,,
782,2,7,111.71,1,427,1,367,1,98665,Vancouver,Clark,WA,,
1,0,0,0.0,1,0,1,368,1,98668,Vancouver,Clark,WA,,
3,0,0,0.0,1,0,1,369,1,98670,Wahkiacus,Klickitat,WA,,
976,13,19,51.37,1,1624,1,370,1,98671,Washougal,Clark,WA,,
327,2,3,109.0,1,1886,1,371,1,98672,Bz Corner,Klickitat,WA,,
2,0,0,0.0,1,0,1,372,1,98673,Wishram,Klickitat,WA,,
329,0,0,0.0,1,0,1,373,1,98674,Woodland,Cowlitz,WA,,
103,0,0,0.0,1,0,1,374,1,98675,Yacolt,Clark,WA,,
1915,2,13,147.31,1,2110,1,375,1,98682,Vancouver,Clark,WA,,
1133,6,22,51.5,1,479,1,376,1,98683,Vancouver,Clark,WA,,
859,8,13,66.08,1,62,1,377,1,98684,Vancouver,Clark,WA,,
1278,2,14,91.29,1,285,1,378,1,98685,Vancouver,Clark,WA,,
976,2,4,244.0,1,225,1,379,1,98686,Vancouver,Clark,WA,,
786,15,36,21.83,1,104,1,380,1,98801,Wenatchee,Chelan,WA,,
498,5,7,71.14,1,94,1,381,1,98802,East Wenatchee,Douglas,WA,,
1,0,0,0.0,1,0,1,382,1,98811,Ardenvoir,Chelan,WA,,
35,0,0,0.0,1,0,1,383,1,98812,Brewster,Okanogan,WA,,
4,1,1,4.0,0,177,1,384,1,98813,Bridgeport,Douglas,WA,,
10,0,0,0.0,1,0,1,385,1,98814,Carlton,Okanogan,WA,,
119,0,0,0.0,1,0,1,386,1,98815,Cashmere,Chelan,WA,,
251,4,14,17.93,1,72,1,387,1,98816,Chelan,Chelan,WA,,
6,0,0,0.0,1,0,1,388,1,98817,Chelan Falls,Chelan,WA,,
3,0,0,0.0,1,0,1,389,1,98819,Conconully,Okanogan,WA,,
1,0,0,0.0,1,0,1,390,1,98821,Dryden,Chelan,WA,,
39,1,8,4.88,0,774,1,391,1,98822,Entiat,Chelan,WA,,
133,1,2,66.5,1,714,1,392,1,98823,Ephrata,Grant,WA,,
447,12,42,10.64,1,75,1,393,1,98826,Leavenworth,Chelan,WA,,
43,0,0,0.0,1,0,1,394,1,98828,Malaga,Chelan,WA,,
1,0,0,0.0,1,0,1,395,1,98829,Malott,Okanogan,WA,,
5,0,0,0.0,1,0,1,396,1,98830,Mansfield,Douglas,WA,,
118,3,4,29.5,1,242,1,397,1,98831,Manson,Chelan,WA,,
6,0,0,0.0,1,0,1,398,1,98832,Marlin,Grant,WA,,
28,1,3,9.33,0,69,1,399,1,98833,Mazama,Okanogan,WA,,
4,0,0,0.0,1,0,1,400,1,98834,Carlton,Okanogan,WA,,
2,0,0,0.0,1,0,1,401,1,98836,Monitor,Chelan,WA,,
629,5,18,34.94,1,350,1,402,1,98837,Moses Lake,Grant,WA,,
16,0,0,0.0,1,0,1,403,1,98840,Malott,Okanogan,WA,,
35,1,1,35.0,1,74,1,404,1,98841,Omak,Okanogan,WA,,
80,0,0,0.0,1,0,1,405,1,98843,Orondo,Douglas,WA,,
28,2,5,5.6,0,240,1,406,1,98844,Oroville,Okanogan,WA,,
7,0,0,0.0,1,0,1,407,1,98845,Palisades,Douglas,WA,,
11,2,2,5.5,0,2502,1,408,1,98846,Methow,Okanogan,WA,,
29,0,0,0.0,1,0,1,409,1,98847,Leavenworth,Chelan,WA,,
180,5,25,7.2,0,363,1,410,1,98848,Quincy,Grant,WA,,
3,0,0,0.0,1,0,1,411,1,98849,Riverside,Okanogan,WA,,
25,0,0,0.0,1,0,1,412,1,98850,Rock Island,Douglas,WA,,
48,1,1,48.0,1,241,1,413,1,98851,Lakeview,Grant,WA,,
1,0,0,0.0,1,0,1,414,1,98853,Stratford,Grant,WA,,
30,1,1,30.0,1,178,1,415,1,98855,Tonasket,Okanogan,WA,,
71,1,1,71.0,1,154,1,416,1,98856,Twisp,Okanogan,WA,,
26,0,0,0.0,1,0,1,417,1,98857,Lind,Adams,WA,,
13,0,0,0.0,1,0,1,418,1,98858,Waterville,Douglas,WA,,
163,4,6,27.17,1,73,1,419,1,98862,Winthrop,Okanogan,WA,,
222,15,43,5.16,0,58,1,420,1,98901,Moxee,Yakima,WA,,
298,3,6,49.67,1,1645,1,421,1,98902,Yakima,Yakima,WA,,
184,0,0,0.0,1,0,1,422,1,98903,Union Gap,Yakima,WA,,
609,3,4,152.25,1,1071,1,423,1,98908,Yakima,Yakima,WA,,
2,0,0,0.0,1,0,1,424,1,98921,Buena,Yakima,WA,,
375,5,26,14.42,1,137,1,425,1,98922,Cle Elum,Kittitas,WA,,
7,0,0,0.0,1,0,1,426,1,98923,Cowiche,Yakima,WA,,
32,0,0,0.0,1,0,1,427,1,98925,Easton,Kittitas,WA,,
508,9,36,14.11,1,259,1,428,1,98926,Ellensburg,Kittitas,WA,,
72,1,3,24.0,1,2025,1,429,1,98930,Grandview,Yakima,WA,,
15,0,0,0.0,1,0,1,430,1,98932,Granger,Yakima,WA,,
5,0,0,0.0,1,0,1,431,1,98933,Harrah,Yakima,WA,,
7,0,0,0.0,1,0,1,432,1,98934,Kittitas,Kittitas,WA,,
16,0,0,0.0,1,0,1,433,1,98935,Mabton,Yakima,WA,,
68,0,0,0.0,1,0,1,434,1,98936,Moxee,Yakima,WA,,
48,2,3,16.0,1,1638,1,435,1,98937,Naches,Yakima,WA,,
13,0,0,0.0,1,0,1,436,1,98938,Outlook,Yakima,WA,,
2,0,0,0.0,1,0,1,437,1,98939,Parker,Yakima,WA,,
70,0,0,0.0,1,0,1,438,1,98940,Ronald,Kittitas,WA,,
34,0,0,0.0,1,0,1,439,1,98941,Roslyn,Kittitas,WA,,
195,9,18,10.83,1,1977,1,440,1,98942,Naches,Yakima,WA,,
7,0,0,0.0,1,0,1,441,1,98943,South Cle Elum,Kittitas,WA,,
117,2,8,14.63,1,753,1,442,1,98944,Sunnyside,Yakima,WA,,
11,0,0,0.0,1,0,1,443,1,98946,Thorp,Kittitas,WA,,
23,0,0,0.0,1,0,1,444,1,98947,Tieton,Yakima,WA,,
34,1,2,17.0,1,1755,1,445,1,98948,Toppenish,Yakima,WA,,
2,0,0,0.0,1,0,1,446,1,98950,Vantage,Kittitas,WA,,
43,3,4,10.75,1,588,1,447,1,98951,Wapato,Yakima,WA,,
2,1,1,2.0,0,1321,1,448,1,98952,White Swan,Yakima,WA,,
58,2,4,14.5,1,697,1,449,1,98953,Zillah,Yakima,WA,,
50,2,4,12.5,1,641,1,450,1,99001,Airway Heights,Spokane,WA,,
78,0,0,0.0,1,0,1,451,1,99003,Chattaroy,Spokane,WA,,
275,1,4,68.75,1,2253,1,452,1,99004,Cheney,Spokane,WA,,
231,0,0,0.0,1,0,1,453,1,99005,Chattaroy,Spokane,WA,,
132,3,6,22.0,1,1682,1,454,1,99006,Chattaroy,Spokane,WA,,
8,0,0,0.0,1,0,1,455,1,99008,Cheney,Spokane,WA,,
50,0,0,0.0,1,0,1,456,1,99009,Chattaroy,Spokane,WA,,
29,0,0,0.0,1,0,1,457,1,99011,Fairchild Air Force Base,Spokane,WA,,
3,0,0,0.0,1,0,1,458,1,99012,Fairfield,Spokane,WA,,
4,0,0,0.0,1,0,1,459,1,99013,Ford,Stevens,WA,,
417,0,0,0.0,1,0,1,460,1,99016,Greenacres,Spokane,WA,,
1,0,0,0.0,1,0,1,461,1,99017,Lamont,Whitman,WA,,
3,0,0,0.0,1,0,1,462,1,99018,Latah,Spokane,WA,,
418,11,32,13.06,1,251,1,463,1,99019,Greenacres,Spokane,WA,,
132,1,2,66.0,1,666,1,464,1,99021,Chattaroy,Spokane,WA,,
86,1,2,43.0,1,642,1,465,1,99022,Cheney,Spokane,WA,,
14,0,0,0.0,1,0,1,466,1,99023,Greenacres,Spokane,WA,,
66,0,0,0.0,1,0,1,467,1,99025,Newman Lake,Spokane,WA,,
178,0,0,0.0,1,0,1,468,1,99026,Nine Mile Falls,Stevens,WA,,
79,0,0,0.0,1,0,1,469,1,99027,Newman Lake,Spokane,WA,,
12,0,0,0.0,1,0,1,470,1,99029,Reardan,Spokane,WA,,
5,0,0,0.0,1,0,1,471,1,99030,Rockford,Spokane,WA,,
23,0,0,0.0,1,0,1,472,1,99031,Spangle,Spokane,WA,,
3,3,11,0.27,0,1491,1,473,1,99032,Sprague,Lincoln,WA,,
3,0,0,0.0,1,0,1,474,1,99033,Tekoa,Whitman,WA,,
2,0,0,0.0,1,0,1,475,1,99034,Tumtum,Stevens,WA,,
33,0,0,0.0,1,0,1,476,1,99036,Spokane,Spokane,WA,,
241,1,8,30.13,1,425,1,477,1,99037,Spokane,Spokane,WA,,
1,0,0,0.0,1,0,1,478,1,99039,Waverly,Spokane,WA,,
4,0,0,0.0,1,0,1,479,1,99040,Wellpinit,Stevens,WA,,
9,0,0,0.0,1,0,1,480,1,99101,Addy,Stevens,WA,,
1,0,0,0.0,1,0,1,481,1,99102,Albion,Whitman,WA,,
2,0,0,0.0,1,0,1,482,1,99103,Almira,Lincoln,WA,,
1,0,0,0.0,1,0,1,483,1,99105,Benge,Adams,WA,,
39,2,4,9.75,0,2433,1,484,1,99109,Chewelah,Stevens,WA,,
13,0,0,0.0,1,0,1,485,1,99110,Clayton,Spokane,WA,,
31,0,0,0.0,1,0,1,486,1,99111,Colfax,Whitman,WA,,
8,0,0,0.0,1,0,1,487,1,99113,Colton,Whitman,WA,,
84,3,5,16.8,1,313,1,488,1,99114,Colville,Stevens,WA,,
22,1,1,22.0,1,121,1,489,1,99115,Coulee City,Grant,WA,,
10,1,1,10.0,0,1314,1,490,1,99116,Coulee Dam,Okanogan,WA,,
3,0,0,0.0,1,0,1,491,1,99117,Creston,Lincoln,WA,,
12,0,0,0.0,1,0,1,492,1,99118,Curlew,Ferry,WA,,
11,0,0,0.0,1,0,1,493,1,99119,Cusick,Pend Oreille,WA,,
1,0,0,0.0,1,0,1,494,1,99121,Danville,Ferry,WA,,
44,1,1,44.0,1,172,1,495,1,99122,Davenport,Lincoln,WA,,
7,0,0,0.0,1,0,1,496,1,99123,Electric City,Grant,WA,,
2,0,0,0.0,1,0,1,497,1,99124,Elmer City,Okanogan,WA,,
4,0,0,0.0,1,0,1,498,1,99125,Endicott,Whitman,WA,,
10,0,0,0.0,1,0,1,499,1,99126,Evans,Stevens,WA,,
2,0,0,0.0,1,0,1,500,1,99128,Farmington,Whitman,WA,,
1,0,0,0.0,1,0,1,501,1,99129,Fruitland,Stevens,WA,,
4,0,0,0.0,1,0,1,502,1,99130,Garfield,Whitman,WA,,
1,0,0,0.0,1,0,1,503,1,99131,Gifford,Stevens,WA,,
14,0,0,0.0,1,0,1,504,1,99133,Grand Coulee,Grant,WA,,
3,0,0,0.0,1,0,1,505,1,99134,Harrington,Lincoln,WA,,
2,0,0,0.0,1,0,1,506,1,99135,Hartline,Grant,WA,,
2,0,0,0.0,1,0,1,507,1,99137,Hunters,Stevens,WA,,
4,0,0,0.0,1,0,1,508,1,99138,Inchelium,Ferry,WA,,
4,0,0,0.0,1,0,1,509,1,99139,Ione,Pend Oreille,WA,,
52,0,0,0.0,1,0,1,510,1,99141,Kettle Falls,Stevens,WA,,
2,0,0,0.0,1,0,1,511,1,99143,Lacrosse,Whitman,WA,,
1,0,0,0.0,1,0,1,512,1,99146,Laurier,Ferry,WA,,
4,0,0,0.0,1,0,1,513,1,99147,Lincoln,Lincoln,WA,,
28,0,0,0.0,1,0,1,514,1,99148,Loon Lake,Stevens,WA,,
3,0,0,0.0,1,0,1,515,1,99149,Malden,Whitman,WA,,
1,0,0,0.0,1,0,1,516,1,99150,Malo,Ferry,WA,,
2,0,0,0.0,1,0,1,517,1,99152,Metaline,Pend Oreille,WA,,
2,0,0,0.0,1,0,1,518,1,99155,Nespelem,Okanogan,WA,,
82,1,2,41.0,1,786,1,519,1,99156,Newport,Pend Oreille,WA,,
1,0,0,0.0,1,0,1,520,1,99157,Northport,Stevens,WA,,
8,0,0,0.0,1,0,1,521,1,99158,Oakesdale,Whitman,WA,,
8,0,0,0.0,1,0,1,522,1,99159,Odessa,Lincoln,WA,,
32,0,0,0.0,1,0,1,523,1,99161,Palouse,Whitman,WA,,
452,10,21,21.52,1,147,1,524,1,99163,Pullman,Whitman,WA,,
22,0,0,0.0,1,0,1,525,1,99166,Republic,Ferry,WA,,
8,0,0,0.0,1,0,1,526,1,99167,Rice,Stevens,WA,,
30,3,9,3.33,0,283,1,527,1,99169,Ritzville,Adams,WA,,
15,1,1,15.0,1,1597,1,528,1,99170,Rosalia,Whitman,WA,,
4,0,0,0.0,1,0,1,529,1,99171,St John,Whitman,WA,,
5,0,0,0.0,1,0,1,530,1,99173,Springdale,Stevens,WA,,
5,0,0,0.0,1,0,1,531,1,99179,Uniontown,Whitman,WA,,
4,0,0,0.0,1,0,1,532,1,99180,Usk,Pend Oreille,WA,,
16,0,0,0.0,1,0,1,533,1,99181,Valley,Stevens,WA,,
7,0,0,0.0,1,0,1,534,1,99185,Wilbur,Lincoln,WA,,
232,23,59,3.93,0,4,1,535,1,99201,Spokane,Spokane,WA,,
268,7,17,15.76,1,201,1,536,1,99202,Spokane,Spokane,WA,,
627,1,2,313.5,1,2259,1,537,1,99203,Spokane,Spokane,WA,,
108,1,2,54.0,1,2260,1,538,1,99204,Spokane,Spokane,WA,,
327,2,7,46.71,1,299,1,539,1,99205,Spokane,Spokane,WA,,
459,2,4,114.75,1,756,1,540,1,99206,Spokane,Spokane,WA,,
188,2,3,62.67,1,1686,1,541,1,99207,Spokane,Spokane,WA,,
959,3,4,239.75,1,1530,1,542,1,99208,Colbert,Spokane,WA,,
378,4,8,47.25,1,23,1,543,1,99212,Spokane,Spokane,WA,,
270,12,18,15.0,1,253,1,544,1,99216,Spokane,Spokane,WA,,
212,3,4,53.0,1,260,1,545,1,99217,Spokane,Spokane,WA,,
206,9,20,10.3,1,22,1,546,1,99218,Spokane,Spokane,WA,,
745,1,2,372.5,1,2219,1,547,1,99223,Spokane,Spokane,WA,,
598,31,77,7.77,0,116,1,548,1,99224,Cheney,Spokane,WA,,
1,0,0,0.0,1,0,1,549,1,99251,Spokane,Spokane,WA,,
1199,13,29,41.34,1,18,1,550,1,99301,Pasc,Franklin,WA,,
142,1,3,47.33,1,328,1,551,1,99320,Benton City,Benton,WA,,
5,0,0,0.0,1,0,1,552,1,99322,Bickleton,Klickitat,WA,,
21,0,0,0.0,1,0,1,553,1,99323,Burbank,Walla Walla,WA,,
117,3,5,23.4,1,1290,1,554,1,99324,College Place,Walla Walla,WA,,
25,1,2,12.5,1,737,1,555,1,99326,Connell,Franklin,WA,,
26,3,8,3.25,0,450,1,556,1,99328,Dayton,Columbia,WA,,
1,0,0,0.0,1,0,1,557,1,99329,Dixie,Walla Walla,WA,,
9,0,0,0.0,1,0,1,558,1,99330,Eltopia,Franklin,WA,,
1,0,0,0.0,1,0,1,559,1,99335,Kahlotus,Franklin,WA,,
500,10,30,16.67,1,99,1,560,1,99336,Kennewick,Benton,WA,,
519,2,3,173.0,1,258,1,561,1,99337,Kennewick,Benton,WA,,
669,3,7,95.57,1,341,1,562,1,99338,Kennewick,Benton,WA,,
8,0,0,0.0,1,0,1,563,1,99341,Lind,Adams,WA,,
17,0,0,0.0,1,0,1,564,1,99343,Mesa,Franklin,WA,,
109,0,0,0.0,1,0,1,565,1,99344,Hatton,Adams,WA,,
1,0,0,0.0,1,0,1,566,1,99345,Paterson,Benton,WA,,
7,0,0,0.0,1,0,1,567,1,99347,Pomeroy,Garfield,WA,,
5,0,0,0.0,1,0,1,568,1,99348,Prescott,Walla Walla,WA,,
47,0,0,0.0,1,0,1,569,1,99349,Mattawa,Grant,WA,,
124,1,2,62.0,1,648,1,570,1,99350,Alderdale,Klickitat,WA,,
1221,7,14,87.21,1,365,1,571,1,99352,Rich,Benton,WA,,
464,0,0,0.0,1,0,1,572,1,99353,West Richland,Benton,WA,,
513,48,86,5.97,0,540,1,573,1,99354,Richland,Benton,WA,,
1,0,0,0.0,1,0,1,574,1,99356,Roosevelt,Klickitat,WA,,
45,0,0,0.0,1,0,1,575,1,99357,Royal City,Grant,WA,,
17,0,0,0.0,1,0,1,576,1,99360,Touchet,Walla Walla,WA,,
13,1,1,13.0,1,1258,1,577,1,99361,Waitsburg,Walla Walla,WA,,
634,19,38,16.68,1,26,1,578,1,99362,Walla Walla,Walla Walla,WA,,
1,0,0,0.0,1,0,1,579,1,99371,Washtucna,Adams,WA,,
18,0,0,0.0,1,0,1,580,1,99402,Asotin,Asotin,WA,,
99,1,4,24.75,1,2232,1,581,1,99403,Clarkston,Asotin,WA,,
